index,year,month,day,Settlement Period,System Sell Price(£/MWh),System Buy Price(£/MWh),Net Imbalance Volume(MWh)
0,2019,4,8,1,52.25,52.25,195.4258
1,2019,4,8,2,51.9,51.9,62.2486
2,2019,4,8,3,32.76,32.76,-40.7968
3,2019,4,8,4,50.85,50.85,22.6933
4,2019,4,8,5,51.4,51.4,186.5092
5,2019,4,8,6,50.85,50.85,98.2478
6,2019,4,8,7,50.85,50.85,45.6794
7,2019,4,8,8,51.4,51.4,49.631
8,2019,4,8,9,51.4,51.4,27.8218
9,2019,4,8,10,50.5,50.5,46.7635
10,2019,4,8,11,55.83,55.83,321.1044
11,2019,4,8,12,55.55,55.55,200.4168
12,2019,4,8,13,56.5,56.5,52.688
13,2019,4,8,14,32.9,32.9,-394.5671
14,2019,4,8,15,33.5,33.5,-337.998
15,2019,4,8,16,59.89,59.89,186.9907
16,2019,4,8,17,76.0,76.0,172.496
17,2019,4,8,18,77.0,77.0,233.8473
18,2019,4,8,19,76.0,76.0,183.5916
19,2019,4,8,20,85.0,85.0,230.6793
20,2019,4,8,21,85.0,85.0,273.9188
21,2019,4,8,22,38.5,38.5,-11.6488
22,2019,4,8,23,32.71,32.71,-16.1426
23,2019,4,8,24,90.0,90.0,125.7333
24,2019,4,8,25,34.27,34.27,-46.3055
25,2019,4,8,26,32.71,32.71,-199.8599
26,2019,4,8,27,32.65,32.65,-312.3174
27,2019,4,8,28,32.71,32.71,-357.4854
28,2019,4,8,29,32.65,32.65,-206.0857
29,2019,4,8,30,32.65,32.65,-159.7921
30,2019,4,8,31,32.65,32.65,-191.253
31,2019,4,8,32,32.5,32.5,-97.1463
32,2019,4,8,33,32.55498,32.55498,-342.7202
33,2019,4,8,34,34.31,34.31,-307.2806
34,2019,4,8,35,34.32,34.32,-273.9169
35,2019,4,8,36,34.61,34.61,-108.3283
36,2019,4,8,37,35.15,35.15,-6.3393
37,2019,4,8,38,35.15,35.15,-17.6034
38,2019,4,8,39,35.15,35.15,-29.3829
39,2019,4,8,40,71.03314,71.03314,143.2224
40,2019,4,8,41,76.0,76.0,216.9261
41,2019,4,8,42,35.18,35.18,-41.06
42,2019,4,8,43,35.18,35.18,-39.7874
43,2019,4,8,44,52.0,52.0,38.5701
44,2019,4,8,45,55.0,55.0,509.457
45,2019,4,8,46,55.0,55.0,745.2
46,2019,4,8,47,53.0,53.0,716.0929
47,2019,4,8,48,50.5,50.5,576.2157
48,2019,4,9,1,49.88,49.88,191.8205
49,2019,4,9,2,50.0,50.0,58.4353
50,2019,4,9,3,50.0,50.0,22.1489
51,2019,4,9,4,50.0,50.0,300.4548
52,2019,4,9,5,50.25,50.25,345.7249
53,2019,4,9,6,50.0,50.0,107.3168
54,2019,4,9,7,33.1,33.1,-100.3667
55,2019,4,9,8,33.1,33.1,-235.8501
56,2019,4,9,9,33.1,33.1,-107.4251
57,2019,4,9,10,43.11,43.11,-97.8238
58,2019,4,9,11,45.37,45.37,-37.1916
59,2019,4,9,12,49.75,49.75,126.7388
60,2019,4,9,13,50.0,50.0,313.1982
61,2019,4,9,14,34.2,34.2,-172.9743
62,2019,4,9,15,34.2,34.2,-349.8657
63,2019,4,9,16,52.29,52.29,103.9328
64,2019,4,9,17,34.69,34.69,-58.503
65,2019,4,9,18,37.80727,37.80727,160.9645
66,2019,4,9,19,37.8,37.8,113.6086
67,2019,4,9,20,34.6,34.6,-16.5388
68,2019,4,9,21,25.0,25.0,-346.7992
69,2019,4,9,22,25.0,25.0,-257.2668
70,2019,4,9,23,25.0,25.0,-217.956
71,2019,4,9,24,25.0,25.0,-131.9793
72,2019,4,9,25,25.0,25.0,-113.0292
73,2019,4,9,26,55.0,55.0,384.5124
74,2019,4,9,27,55.0,55.0,427.5883
75,2019,4,9,28,55.0,55.0,307.7674
76,2019,4,9,29,52.0,52.0,180.8119
77,2019,4,9,30,50.8,50.8,15.2244
78,2019,4,9,31,35.26,35.26,-96.9434
79,2019,4,9,32,35.25,35.25,-166.4548
80,2019,4,9,33,50.75,50.75,85.0787
81,2019,4,9,34,35.1,35.1,-19.2595
82,2019,4,9,35,0.0,0.0,-328.3582
83,2019,4,9,36,25.0,25.0,-213.6016
84,2019,4,9,37,25.0,25.0,-151.0673
85,2019,4,9,38,50.0,50.0,40.4639
86,2019,4,9,39,35.28,35.28,-233.0105
87,2019,4,9,40,35.35,35.35,-185.4806
88,2019,4,9,41,35.28,35.28,-267.2638
89,2019,4,9,42,35.1,35.1,-172.4009
90,2019,4,9,43,35.1,35.1,-261.786
91,2019,4,9,44,25.0,25.0,-541.9146
92,2019,4,9,45,25.0,25.0,-195.4881
93,2019,4,9,46,45.0,45.0,4.5345
94,2019,4,9,47,51.69,51.69,146.4174
95,2019,4,9,48,34.6,34.6,-334.2901
96,2019,4,10,1,37.68,37.68,-345.8696
97,2019,4,10,2,37.69,37.69,-276.4222
98,2019,4,10,3,38.11,38.11,-20.1751
99,2019,4,10,4,50.6,50.6,239.682
100,2019,4,10,5,38.17,38.17,-37.5722
101,2019,4,10,6,35.1,35.1,-104.0314
102,2019,4,10,7,34.6,34.6,-209.5666
103,2019,4,10,8,34.6,34.6,-196.0833
104,2019,4,10,9,31.92,31.92,-167.4843
105,2019,4,10,10,31.92,31.92,-144.584
106,2019,4,10,11,35.6,35.6,-11.3438
107,2019,4,10,12,54.9,54.9,197.836
108,2019,4,10,13,59.0,59.0,656.5559
109,2019,4,10,14,55.2,55.2,277.1598
110,2019,4,10,15,35.5,35.5,-16.8738
111,2019,4,10,16,89.5,89.5,314.7831
112,2019,4,10,17,98.0,98.0,562.0179
113,2019,4,10,18,89.0,89.0,511.2433
114,2019,4,10,19,87.5,87.5,477.5423
115,2019,4,10,20,89.0,89.0,379.394
116,2019,4,10,21,84.0,84.0,159.6517
117,2019,4,10,22,35.1,35.1,-76.6918
118,2019,4,10,23,61.5,61.5,140.8393
119,2019,4,10,24,49.5,49.5,71.5857
120,2019,4,10,25,36.03,36.03,-147.8842
121,2019,4,10,26,35.1,35.1,-237.2219
122,2019,4,10,27,35.1,35.1,-584.8853
123,2019,4,10,28,28.75104,28.75104,-741.5301
124,2019,4,10,29,23.0,23.0,-613.4588
125,2019,4,10,30,23.0,23.0,-628.3267
126,2019,4,10,31,26.94443,26.94443,-773.6234
127,2019,4,10,32,10.0,10.0,-629.874
128,2019,4,10,33,35.6,35.6,-635.8987
129,2019,4,10,34,36.11,36.11,-198.416
130,2019,4,10,35,36.05,36.05,-237.5921
131,2019,4,10,36,36.16,36.16,-42.3959
132,2019,4,10,37,36.13,36.13,-229.1456
133,2019,4,10,38,36.16,36.16,-80.9496
134,2019,4,10,39,36.16,36.16,-62.0425
135,2019,4,10,40,75.5,75.5,91.0611
136,2019,4,10,41,85.0,85.0,286.5697
137,2019,4,10,42,75.5,75.5,31.8915
138,2019,4,10,43,55.02,55.02,16.0806
139,2019,4,10,44,38.71514,38.71514,5.276
140,2019,4,10,45,36.16,36.16,-435.1056
141,2019,4,10,46,36.0,36.0,-755.5191
142,2019,4,10,47,25.0,25.0,-493.7726
143,2019,4,10,48,35.37462,35.37462,-344.4047
144,2019,4,11,1,10.0,10.0,-308.2141
145,2019,4,11,2,29.98,29.98,-280.2815
146,2019,4,11,3,29.98,29.98,-202.2476
147,2019,4,11,4,36.16938,36.16938,-8.3946
148,2019,4,11,5,29.51,29.51,-214.6519
149,2019,4,11,6,29.51,29.51,-156.9732
150,2019,4,11,7,30.01,30.01,-730.9443
151,2019,4,11,8,30.01,30.01,-344.9857
152,2019,4,11,9,31.53,31.53,-87.2167
153,2019,4,11,10,31.53,31.53,-102.15
154,2019,4,11,11,34.6,34.6,-534.7846
155,2019,4,11,12,36.25,36.25,-400.3904
156,2019,4,11,13,36.26,36.26,-293.7583
157,2019,4,11,14,36.26,36.26,-54.3971
158,2019,4,11,15,36.1,36.1,-566.8913
159,2019,4,11,16,36.11,36.11,-315.5504
160,2019,4,11,17,78.33,78.33,21.1488
161,2019,4,11,18,36.12,36.12,-236.4931
162,2019,4,11,19,36.26,36.26,-72.1369
163,2019,4,11,20,34.6,34.6,-449.691
164,2019,4,11,21,35.1,35.1,-389.9102
165,2019,4,11,22,36.11,36.11,-375.177
166,2019,4,11,23,36.12,36.12,-47.9864
167,2019,4,11,24,36.2,36.2,-111.0611
168,2019,4,11,25,36.12,36.12,-264.918
169,2019,4,11,26,35.11,35.11,-676.0238
170,2019,4,11,27,35.11,35.11,-560.3377
171,2019,4,11,28,35.11,35.11,-617.7599
172,2019,4,11,29,35.11,35.11,-501.6036
173,2019,4,11,30,35.11,35.11,-507.9386
174,2019,4,11,31,35.11,35.11,-632.8462
175,2019,4,11,32,35.11,35.11,-479.3222
176,2019,4,11,33,35.4,35.4,-498.038
177,2019,4,11,34,35.1,35.1,-512.1396
178,2019,4,11,35,34.65,34.65,-734.0361
179,2019,4,11,36,35.68,35.68,-284.447
180,2019,4,11,37,0.0,0.0,-464.9687
181,2019,4,11,38,36.3,36.3,-40.6802
182,2019,4,11,39,69.0,69.0,19.5401
183,2019,4,11,40,36.31,36.31,-69.7157
184,2019,4,11,41,69.0,69.0,29.4587
185,2019,4,11,42,36.31,36.31,-63.8638
186,2019,4,11,43,69.0,69.0,59.2935
187,2019,4,11,44,36.31,36.31,-5.676
188,2019,4,11,45,36.31,36.31,-66.3931
189,2019,4,11,46,36.31,36.31,-53.0631
190,2019,4,11,47,82.0,82.0,210.4952
191,2019,4,11,48,56.0,56.0,155.3658
192,2019,4,12,1,50.2,50.2,21.9436
193,2019,4,12,2,36.13705,36.13705,-314.3943
194,2019,4,12,3,31.25,31.25,-291.7441
195,2019,4,12,4,31.03,31.03,-228.0666
196,2019,4,12,5,31.5,31.5,-59.4803
197,2019,4,12,6,31.5,31.5,-78.1116
198,2019,4,12,7,49.95,49.95,147.1273
199,2019,4,12,8,49.88,49.88,39.3793
200,2019,4,12,9,49.9,49.9,102.2599
201,2019,4,12,10,49.85,49.85,24.262
202,2019,4,12,11,36.35,36.35,-176.2347
203,2019,4,12,12,36.36,36.36,-93.5782
204,2019,4,12,13,54.74064,54.74064,47.4906
205,2019,4,12,14,55.15,55.15,127.4429
206,2019,4,12,15,36.25,36.25,-385.5925
207,2019,4,12,16,36.31,36.31,-311.7953
208,2019,4,12,17,36.32,36.32,-114.6752
209,2019,4,12,18,36.37,36.37,-33.422
210,2019,4,12,19,36.4,36.4,-55.7415
211,2019,4,12,20,36.31,36.31,-241.7979
212,2019,4,12,21,36.25,36.25,-720.9175
213,2019,4,12,22,36.25,36.25,-756.6238
214,2019,4,12,23,36.25,36.25,-609.0815
215,2019,4,12,24,36.25,36.25,-306.1228
216,2019,4,12,25,36.31,36.31,-77.634
217,2019,4,12,26,89.0,89.0,217.628
218,2019,4,12,27,50.0,50.0,389.7695
219,2019,4,12,28,49.2,49.2,118.4827
220,2019,4,12,29,79.18525,79.18525,63.55
221,2019,4,12,30,49.0,49.0,67.5128
222,2019,4,12,31,49.0,49.0,62.0081
223,2019,4,12,32,49.8,49.8,141.1393
224,2019,4,12,33,36.3,36.3,-100.3889
225,2019,4,12,34,35.2,35.2,-191.895
226,2019,4,12,35,35.8,35.8,-291.2709
227,2019,4,12,36,35.8,35.8,-139.6449
228,2019,4,12,37,53.75,53.75,37.8992
229,2019,4,12,38,84.0,84.0,173.1698
230,2019,4,12,39,36.45,36.45,-35.4526
231,2019,4,12,40,36.45,36.45,-20.8277
232,2019,4,12,41,37.5,37.5,-13.6605
233,2019,4,12,42,36.4,36.4,-85.3632
234,2019,4,12,43,59.0,59.0,160.0724
235,2019,4,12,44,36.52,36.52,-12.9858
236,2019,4,12,45,25.0,25.0,-420.9266
237,2019,4,12,46,35.8,35.8,-530.4574
238,2019,4,12,47,36.5,36.5,-132.125
239,2019,4,12,48,52.0,52.0,86.3931
240,2019,4,13,1,52.0,52.0,208.8992
241,2019,4,13,2,52.0,52.0,169.6298
242,2019,4,13,3,35.8,35.8,-175.0072
243,2019,4,13,4,35.8,35.8,-214.4717
244,2019,4,13,5,35.8,35.8,-246.524
245,2019,4,13,6,35.8,35.8,-153.0484
246,2019,4,13,7,35.8,35.8,-206.6956
247,2019,4,13,8,35.8,35.8,-344.3333
248,2019,4,13,9,35.8,35.8,-234.1808
249,2019,4,13,10,36.4,36.4,-193.6106
250,2019,4,13,11,36.25,36.25,-303.5667
251,2019,4,13,12,35.8,35.8,-402.5526
252,2019,4,13,13,35.8,35.8,-423.7777
253,2019,4,13,14,35.8,35.8,-183.8767
254,2019,4,13,15,40.0,40.0,55.1473
255,2019,4,13,16,65.0,65.0,134.3219
256,2019,4,13,17,65.0,65.0,123.1608
257,2019,4,13,18,22.0,22.0,-343.6896
258,2019,4,13,19,22.0,22.0,-682.2833
259,2019,4,13,20,30.0,30.0,-1047.3133
260,2019,4,13,21,30.0,30.0,-690.7561
261,2019,4,13,22,22.0,22.0,-224.9591
262,2019,4,13,23,49.69,49.69,130.1266
263,2019,4,13,24,49.68,49.68,139.4065
264,2019,4,13,25,49.68,49.68,126.1308
265,2019,4,13,26,37.45013,37.45013,-53.2831
266,2019,4,13,27,36.62,36.62,-230.8073
267,2019,4,13,28,38.52,38.52,-230.4465
268,2019,4,13,29,38.77,38.77,-420.0901
269,2019,4,13,30,38.74,38.74,-415.9961
270,2019,4,13,31,39.61,39.61,-480.7536
271,2019,4,13,32,36.5,36.5,-401.923
272,2019,4,13,33,35.8,35.8,-611.5288
273,2019,4,13,34,35.8,35.8,-657.6426
274,2019,4,13,35,35.8,35.8,-665.4034
275,2019,4,13,36,35.8,35.8,-456.4061
276,2019,4,13,37,22.0,22.0,-582.8258
277,2019,4,13,38,44.82,44.82,-313.6418
278,2019,4,13,39,48.8,48.8,-290.3424
279,2019,4,13,40,22.0,22.0,-20.7882
280,2019,4,13,41,61.97023,61.97023,145.6613
281,2019,4,13,42,59.0,59.0,22.9481
282,2019,4,13,43,36.63,36.63,-108.3773
283,2019,4,13,44,36.4,36.4,-478.9398
284,2019,4,13,45,22.0,22.0,-354.6332
285,2019,4,13,46,22.0,22.0,-318.6266
286,2019,4,13,47,34.52,34.52,-178.2884
287,2019,4,13,48,35.1,35.1,-321.8427
288,2019,4,14,1,25.0,25.0,-224.6343
289,2019,4,14,2,13.0,13.0,-365.7011
290,2019,4,14,3,13.0,13.0,-418.9248
291,2019,4,14,4,35.1,35.1,-218.0635
292,2019,4,14,5,13.0,13.0,-291.4271
293,2019,4,14,6,33.52,33.52,-112.4611
294,2019,4,14,7,36.29,36.29,-144.8053
295,2019,4,14,8,45.0,45.0,0.1573
296,2019,4,14,9,36.25,36.25,-12.4746
297,2019,4,14,10,36.25,36.25,-120.6233
298,2019,4,14,11,37.24,37.24,-11.2209
299,2019,4,14,12,32.1,32.1,-170.6507
300,2019,4,14,13,31.04,31.04,-588.0508
301,2019,4,14,14,31.52,31.52,-585.2042
302,2019,4,14,15,32.1,32.1,-516.4955
303,2019,4,14,16,35.0,35.0,-157.5158
304,2019,4,14,17,52.1,52.1,276.2821
305,2019,4,14,18,51.99,51.99,120.6434
306,2019,4,14,19,32.8,32.8,-129.3834
307,2019,4,14,20,31.0,31.0,-143.4941
308,2019,4,14,21,31.0,31.0,-200.2979
309,2019,4,14,22,32.0,32.0,-386.0362
310,2019,4,14,23,32.0,32.0,-568.6761
311,2019,4,14,24,32.0,32.0,-594.6306
312,2019,4,14,25,32.0,32.0,-345.3185
313,2019,4,14,26,37.66,37.66,-91.8836
314,2019,4,14,27,33.98,33.98,40.1068
315,2019,4,14,28,33.98,33.98,29.8331
316,2019,4,14,29,51.04,51.04,147.0619
317,2019,4,14,30,57.5,57.5,350.6506
318,2019,4,14,31,58.0,58.0,527.376
319,2019,4,14,32,58.0,58.0,327.4177
320,2019,4,14,33,62.0,62.0,314.4923
321,2019,4,14,34,62.0,62.0,82.861
322,2019,4,14,35,32.25,32.25,-288.6245
323,2019,4,14,36,35.0,35.0,-257.2192
324,2019,4,14,37,33.53,33.53,-273.5334
325,2019,4,14,38,33.53,33.53,-274.9619
326,2019,4,14,39,35.0,35.0,-122.734
327,2019,4,14,40,64.0,64.0,55.5272
328,2019,4,14,41,64.0,64.0,148.1595
329,2019,4,14,42,35.0,35.0,-24.5702
330,2019,4,14,43,54.0,54.0,61.9137
331,2019,4,14,44,35.0,35.0,-43.7611
332,2019,4,14,45,35.0,35.0,-149.8332
333,2019,4,14,46,33.5,33.5,-258.19
334,2019,4,14,47,30.75,30.75,-514.1009
335,2019,4,14,48,30.35,30.35,-617.7567
336,2019,4,15,1,30.35,30.35,-528.5865
337,2019,4,15,2,25.0,25.0,-532.0415
338,2019,4,15,3,25.0,25.0,-280.5532
339,2019,4,15,4,33.19,33.19,-28.759
340,2019,4,15,5,25.0,25.0,-177.6927
341,2019,4,15,6,32.83004,32.83004,-72.525
342,2019,4,15,7,32.04994,32.04994,-103.7999
343,2019,4,15,8,18.0,18.0,-244.0367
344,2019,4,15,9,25.0,25.0,-184.6687
345,2019,4,15,10,25.0,25.0,-403.236
346,2019,4,15,11,31.0,31.0,-184.5571
347,2019,4,15,12,51.0,51.0,52.8961
348,2019,4,15,13,53.99,53.99,304.7237
349,2019,4,15,14,53.75,53.75,233.8038
350,2019,4,15,15,31.25,31.25,-149.3749
351,2019,4,15,16,53.75,53.75,29.3178
352,2019,4,15,17,53.75,53.75,128.5227
353,2019,4,15,18,53.75,53.75,43.9798
354,2019,4,15,19,31.0,31.0,-98.8371
355,2019,4,15,20,52.0,52.0,8.5441
356,2019,4,15,21,30.75,30.75,-315.0831
357,2019,4,15,22,30.0,30.0,-500.4896
358,2019,4,15,23,30.0,30.0,-833.5414
359,2019,4,15,24,30.0,30.0,-921.1474
360,2019,4,15,25,30.0,30.0,-921.1919
361,2019,4,15,26,29.01,29.01,-1051.0019
362,2019,4,15,27,29.01,29.01,-855.5918
363,2019,4,15,28,29.01,29.01,-1182.4978
364,2019,4,15,29,29.01,29.01,-1181.4184
365,2019,4,15,30,31.0,31.0,-986.2733
366,2019,4,15,31,35.0,35.0,-860.8051
367,2019,4,15,32,30.0,30.0,-561.6982
368,2019,4,15,33,25.0,25.0,-277.6937
369,2019,4,15,34,25.0,25.0,-244.6543
370,2019,4,15,35,32.25,32.25,-504.6937
371,2019,4,15,36,40.47,40.47,-163.0039
372,2019,4,15,37,36.8357,36.8357,104.1059
373,2019,4,15,38,55.0,55.0,314.6347
374,2019,4,15,39,55.0,55.0,329.9806
375,2019,4,15,40,55.0,55.0,297.3886
376,2019,4,15,41,59.0,59.0,465.8064
377,2019,4,15,42,55.0,55.0,352.9459
378,2019,4,15,43,55.0,55.0,669.8033
379,2019,4,15,44,52.05,52.05,189.4656
380,2019,4,15,45,32.25,32.25,-126.1582
381,2019,4,15,46,32.25,32.25,-198.313
382,2019,4,15,47,51.9,51.9,148.6232
383,2019,4,15,48,51.9,51.9,19.8698
384,2019,4,16,1,52.0,52.0,259.8313
385,2019,4,16,2,52.0,52.0,247.0578
386,2019,4,16,3,51.85,51.85,138.4809
387,2019,4,16,4,51.9,51.9,512.822
388,2019,4,16,5,51.89,51.89,395.2585
389,2019,4,16,6,51.85,51.85,412.2943
390,2019,4,16,7,51.85,51.85,452.7506
391,2019,4,16,8,51.9,51.9,702.3591
392,2019,4,16,9,52.0,52.0,686.5433
393,2019,4,16,10,55.11,55.11,646.1259
394,2019,4,16,11,59.0,59.0,644.8555
395,2019,4,16,12,59.0,59.0,559.2782
396,2019,4,16,13,59.0,59.0,562.6483
397,2019,4,16,14,60.0,60.0,321.6505
398,2019,4,16,15,65.0,65.0,130.0393
399,2019,4,16,16,35.85,35.85,-23.0081
400,2019,4,16,17,74.95,74.95,143.6627
401,2019,4,16,18,74.95,74.95,125.9564
402,2019,4,16,19,74.95,74.95,212.3868
403,2019,4,16,20,74.95,74.95,229.9317
404,2019,4,16,21,74.95,74.95,48.9723
405,2019,4,16,22,56.0,56.0,27.9878
406,2019,4,16,23,35.15,35.15,-27.936
407,2019,4,16,24,57.0,57.0,53.4
408,2019,4,16,25,64.0,64.0,38.8495
409,2019,4,16,26,33.25,33.25,-194.6742
410,2019,4,16,27,33.25,33.25,-166.0364
411,2019,4,16,28,32.4,32.4,-386.6628
412,2019,4,16,29,32.4,32.4,-207.1549
413,2019,4,16,30,34.04525,34.04525,-211.5323
414,2019,4,16,31,35.3,35.3,-305.75
415,2019,4,16,32,33.25,33.25,-200.3839
416,2019,4,16,33,74.0,74.0,30.0812
417,2019,4,16,34,73.95,73.95,187.5072
418,2019,4,16,35,32.06,32.06,-47.7739
419,2019,4,16,36,35.27,35.27,-10.2379
420,2019,4,16,37,69.0,69.0,45.5761
421,2019,4,16,38,77.0,77.0,160.8546
422,2019,4,16,39,36.0,36.0,-14.7905
423,2019,4,16,40,36.0,36.0,-4.7042
424,2019,4,16,41,36.0,36.0,-6.2378
425,2019,4,16,42,36.0,36.0,-6.9353
426,2019,4,16,43,77.0,77.0,125.0353
427,2019,4,16,44,35.27,35.27,-70.3417
428,2019,4,16,45,52.55,52.55,244.0974
429,2019,4,16,46,48.68,48.68,55.0654
430,2019,4,16,47,29.5,29.5,-303.7339
431,2019,4,16,48,25.0,25.0,-386.2925
432,2019,4,17,1,25.0,25.0,-254.4583
433,2019,4,17,2,25.0,25.0,-196.6137
434,2019,4,17,3,25.0,25.0,-261.2095
435,2019,4,17,4,38.45,38.45,-9.6492
436,2019,4,17,5,51.0,51.0,57.8845
437,2019,4,17,6,34.0,34.0,-1.425
438,2019,4,17,7,29.29,29.29,-73.9141
439,2019,4,17,8,50.0,50.0,13.788
440,2019,4,17,9,51.0,51.0,74.471
441,2019,4,17,10,51.0,51.0,163.2648
442,2019,4,17,11,43.94,43.94,90.0099
443,2019,4,17,12,43.94,43.94,51.526
444,2019,4,17,13,47.06,47.06,92.067
445,2019,4,17,14,48.88,48.88,161.1831
446,2019,4,17,15,72.0,72.0,189.4378
447,2019,4,17,16,89.0,89.0,619.0356
448,2019,4,17,17,98.0,98.0,840.1966
449,2019,4,17,18,98.0,98.0,931.9952
450,2019,4,17,19,98.0,98.0,898.2728
451,2019,4,17,20,90.0,90.0,389.0978
452,2019,4,17,21,78.0,78.0,37.6213
453,2019,4,17,22,35.3,35.3,-78.425
454,2019,4,17,23,35.3,35.3,-91.7046
455,2019,4,17,24,33.18,33.18,-312.3085
456,2019,4,17,25,55.0,55.0,39.1065
457,2019,4,17,26,55.0,55.0,32.201
458,2019,4,17,27,35.27,35.27,-180.5918
459,2019,4,17,28,32.11,32.11,-576.2928
460,2019,4,17,29,32.11,32.11,-649.4578
461,2019,4,17,30,33.18,33.18,-466.4493
462,2019,4,17,31,33.5,33.5,-267.8648
463,2019,4,17,32,35.36,35.36,-31.9947
464,2019,4,17,33,35.27,35.27,-346.587
465,2019,4,17,34,35.4,35.4,-125.5978
466,2019,4,17,35,35.4,35.4,-134.7943
467,2019,4,17,36,75.0,75.0,56.2157
468,2019,4,17,37,75.0,75.0,209.8953
469,2019,4,17,38,75.0,75.0,225.8499
470,2019,4,17,39,68.5,68.5,43.6812
471,2019,4,17,40,35.52,35.52,-69.9467
472,2019,4,17,41,35.81543,35.81543,-58.85
473,2019,4,17,42,35.5,35.5,-72.2959
474,2019,4,17,43,68.5,68.5,30.4362
475,2019,4,17,44,35.5,35.5,-157.5974
476,2019,4,17,45,34.41,34.41,-231.6156
477,2019,4,17,46,51.0,51.0,56.4168
478,2019,4,17,47,51.0,51.0,139.8432
479,2019,4,17,48,51.0,51.0,57.8175
480,2019,4,18,1,33.51,33.51,-110.9884
481,2019,4,18,2,33.51,33.51,-268.6446
482,2019,4,18,3,33.26,33.26,-299.9146
483,2019,4,18,4,33.51,33.51,-109.169
484,2019,4,18,5,33.26,33.26,-121.845
485,2019,4,18,6,33.26,33.26,-32.4986
486,2019,4,18,7,51.5,51.5,77.7902
487,2019,4,18,8,33.26,33.26,-60.5572
488,2019,4,18,9,50.0,50.0,96.6165
489,2019,4,18,10,51.5,51.5,181.8473
490,2019,4,18,11,49.9701,49.9701,288.9136
491,2019,4,18,12,46.45,46.45,173.8761
492,2019,4,18,13,55.0,55.0,158.8238
493,2019,4,18,14,55.0,55.0,34.0243
494,2019,4,18,15,34.0,34.0,-206.5076
495,2019,4,18,16,73.5,73.5,118.263
496,2019,4,18,17,78.0,78.0,288.607
497,2019,4,18,18,83.5,83.5,491.0512
498,2019,4,18,19,73.5,73.5,389.8808
499,2019,4,18,20,73.5,73.5,395.9726
500,2019,4,18,21,35.21,35.21,17.8343
501,2019,4,18,22,33.51,33.51,-207.3152
502,2019,4,18,23,55.55,55.55,110.0495
503,2019,4,18,24,34.44,34.44,-216.9227
504,2019,4,18,25,34.41,34.41,-410.7668
505,2019,4,18,26,33.51,33.51,-452.65
506,2019,4,18,27,30.01,30.01,-124.6632
507,2019,4,18,28,30.0,30.0,-155.4154
508,2019,4,18,29,53.25,53.25,27.0268
509,2019,4,18,30,53.26,53.26,53.1911
510,2019,4,18,31,53.27,53.27,362.6871
511,2019,4,18,32,53.26,53.26,142.3539
512,2019,4,18,33,33.66907,33.66907,-140.1939
513,2019,4,18,34,71.9,71.9,231.5202
514,2019,4,18,35,71.9,71.9,119.5671
515,2019,4,18,36,71.9,71.9,205.6921
516,2019,4,18,37,71.9,71.9,317.2
517,2019,4,18,38,74.0,74.0,516.8556
518,2019,4,18,39,70.0,70.0,167.5059
519,2019,4,18,40,70.0,70.0,103.9377
520,2019,4,18,41,70.0,70.0,65.8735
521,2019,4,18,42,70.0,70.0,120.5168
522,2019,4,18,43,70.0,70.0,36.957
523,2019,4,18,44,71.95,71.95,105.3397
524,2019,4,18,45,35.4,35.4,-4.7584
525,2019,4,18,46,34.5,34.5,-49.6
526,2019,4,18,47,52.0,52.0,176.4542
527,2019,4,18,48,33.26,33.26,-49.2223
528,2019,4,19,1,51.0,51.0,14.1875
529,2019,4,19,2,31.2,31.2,-97.6505
530,2019,4,19,3,29.3,29.3,-200.9637
531,2019,4,19,4,34.5,34.5,-89.7244
532,2019,4,19,5,30.0,30.0,-175.9809
533,2019,4,19,6,30.0,30.0,-203.294
534,2019,4,19,7,29.2,29.2,-310.45
535,2019,4,19,8,30.0,30.0,-253.275
536,2019,4,19,9,29.2,29.2,-246.2716
537,2019,4,19,10,29.2,29.2,-167.9802
538,2019,4,19,11,31.2,31.2,-43.7529
539,2019,4,19,12,31.2,31.2,-36.8668
540,2019,4,19,13,51.5,51.5,56.2666
541,2019,4,19,14,31.2,31.2,-16.7547
542,2019,4,19,15,30.4,30.4,-112.6621
543,2019,4,19,16,33.28,33.28,-84.2003
544,2019,4,19,17,71.95,71.95,145.1901
545,2019,4,19,18,71.95,71.95,148.0336
546,2019,4,19,19,72.03907,72.03907,277.2666
547,2019,4,19,20,71.95,71.95,131.2519
548,2019,4,19,21,33.63,33.63,-20.3472
549,2019,4,19,22,30.4,30.4,-150.5581
550,2019,4,19,23,30.4,30.4,-145.7882
551,2019,4,19,24,28.4,28.4,-341.209
552,2019,4,19,25,27.69,27.69,-372.8262
553,2019,4,19,26,27.6,27.6,-431.3992
554,2019,4,19,27,30.4,30.4,-115.8926
555,2019,4,19,28,26.47,26.47,-320.1929
556,2019,4,19,29,20.0,20.0,-376.9882
557,2019,4,19,30,24.92,24.92,-598.4003
558,2019,4,19,31,18.62,18.62,-420.6327
559,2019,4,19,32,29.3,29.3,-167.6631
560,2019,4,19,33,31.2,31.2,-223.987
561,2019,4,19,34,33.63,33.63,-50.4147
562,2019,4,19,35,33.82302,33.82302,-30.9223
563,2019,4,19,36,34.45,34.45,-52.5882
564,2019,4,19,37,36.1,36.1,-4.8173
565,2019,4,19,38,68.74,68.74,71.4845
566,2019,4,19,39,68.74,68.74,8.9132
