index,year,month,day,Settlement Period,System Sell Price(£/MWh),System Buy Price(£/MWh),Net Imbalance Volume(MWh)
6443,2019,8,20,12,53.0,53.0,84.0518
6444,2019,8,20,13,53.0,53.0,200.2027
6445,2019,8,20,14,46.7,46.7,48.981
6446,2019,8,20,15,25.0,25.0,-90.6156
6447,2019,8,20,16,61.0,61.0,307.6378
6448,2019,8,20,17,61.0,61.0,50.9634
6449,2019,8,20,18,28.0,28.0,-16.2
6450,2019,8,20,19,28.0,28.0,-2.6334
6451,2019,8,20,20,14.3,14.3,-185.3463
6452,2019,8,20,21,65.0,65.0,235.5679
6453,2019,8,20,22,58.0,58.0,114.7244
6454,2019,8,20,23,58.0,58.0,100.5122
6455,2019,8,20,24,26.0,26.0,-40.0974
6456,2019,8,20,25,26.0,26.0,-19.7536
6457,2019,8,20,26,25.5,25.5,-140.1499
6458,2019,8,20,27,24.6,24.6,-355.425
6459,2019,8,20,28,24.5,24.5,-437.8416
6460,2019,8,20,29,24.6,24.6,-326.4548
6461,2019,8,20,30,24.5,24.5,-138.8646
6462,2019,8,20,31,24.5,24.5,-334.4638
6463,2019,8,20,32,25.1,25.1,-279.2611
6464,2019,8,20,33,25.1,25.1,-200.3757
6465,2019,8,20,34,25.52,25.52,-71.2611
6466,2019,8,20,35,61.85,61.85,32.6683
6467,2019,8,20,36,61.85,61.85,175.1456
6468,2019,8,20,37,61.85,61.85,60.2508
6469,2019,8,20,38,61.85,61.85,45.7413
6470,2019,8,20,39,26.0,26.0,-47.1169
6471,2019,8,20,40,61.85,61.85,144.8917
6472,2019,8,20,41,61.85,61.85,23.45
6473,2019,8,20,42,61.85,61.85,167.1331
6474,2019,8,20,43,26.5,26.5,-57.0777
6475,2019,8,20,44,26.0,26.0,-176.9853
6476,2019,8,20,45,25.5,25.5,-209.3303
6477,2019,8,20,46,25.53,25.53,-500.135
6478,2019,8,20,47,58.5,58.5,362.511
6479,2019,8,20,48,60.0,60.0,461.0773
6480,2019,8,21,1,59.02,59.02,266.5457
6481,2019,8,21,2,58.5,58.5,148.4152
6482,2019,8,21,3,51.0,51.0,120.4999
6483,2019,8,21,4,51.0,51.0,66.875
6484,2019,8,21,5,51.0,51.0,70.7833
6485,2019,8,21,6,26.05,26.05,-123.5966
6486,2019,8,21,7,26.05,26.05,-21.8704
6487,2019,8,21,8,26.05,26.05,-43.7231
6488,2019,8,21,9,26.05,26.05,-29.0986
6489,2019,8,21,10,50.85,50.85,81.883
6490,2019,8,21,11,50.98979,50.98979,171.1825
6491,2019,8,21,12,51.0,51.0,179.5432
6492,2019,8,21,13,59.99,59.99,359.3501
6493,2019,8,21,14,60.0,60.0,489.6387
6494,2019,8,21,15,59.9,59.9,291.143
6495,2019,8,21,16,59.95005,59.95005,473.3506
6496,2019,8,21,17,59.9,59.9,306.8514
6497,2019,8,21,18,59.9,59.9,259.4696
6498,2019,8,21,19,59.0,59.0,44.8596
6499,2019,8,21,20,26.1,26.1,-166.0861
6500,2019,8,21,21,24.0,24.0,-629.8653
6501,2019,8,21,22,26.0,26.0,-308.8168
6502,2019,8,21,23,48.25,48.25,1.8113
6503,2019,8,21,24,24.0,24.0,-366.4803
6504,2019,8,21,25,24.0,24.0,-193.5433
6505,2019,8,21,26,26.0,26.0,-232.4416
6506,2019,8,21,27,47.0,47.0,156.9769
6507,2019,8,21,28,45.0,45.0,56.3991
6508,2019,8,21,29,45.0,45.0,106.5702
6509,2019,8,21,30,45.0,45.0,178.676
6510,2019,8,21,31,26.2,26.2,-191.1902
6511,2019,8,21,32,26.0,26.0,-242.0763
6512,2019,8,21,33,43.0,43.0,92.8537
6513,2019,8,21,34,44.3,44.3,220.2384
6514,2019,8,21,35,45.0,45.0,75.8957
6515,2019,8,21,36,50.0,50.0,208.3518
6516,2019,8,21,37,55.0,55.0,331.7358
6517,2019,8,21,38,55.0,55.0,443.1103
6518,2019,8,21,39,55.0,55.0,139.1002
6519,2019,8,21,40,26.25,26.25,-61.99
6520,2019,8,21,41,24.0,24.0,-32.8175
6521,2019,8,21,42,31.75,31.75,24.4205
6522,2019,8,21,43,12.0,12.0,-470.8388
6523,2019,8,21,44,14.5,14.5,-429.8102
6524,2019,8,21,45,26.25,26.25,-152.0924
6525,2019,8,21,46,29.67,29.67,-69.5953
6526,2019,8,21,47,52.0,52.0,125.4107
6527,2019,8,21,48,50.0,50.0,86.6877
6528,2019,8,22,1,43.0,43.0,27.061
6529,2019,8,22,2,50.0,50.0,117.7001
6530,2019,8,22,3,51.85,51.85,341.6204
6531,2019,8,22,4,51.85,51.85,492.3842
6532,2019,8,22,5,53.85,53.85,503.3125
6533,2019,8,22,6,53.25,53.25,406.1209
6534,2019,8,22,7,50.0,50.0,175.8997
6535,2019,8,22,8,50.0,50.0,38.5436
6536,2019,8,22,9,23.57,23.57,-42.5485
6537,2019,8,22,10,23.15,23.15,-197.9409
6538,2019,8,22,11,25.47,25.47,-245.7117
6539,2019,8,22,12,50.0,50.0,75.6954
6540,2019,8,22,13,53.25,53.25,136.8065
6541,2019,8,22,14,53.85,53.85,314.8928
6542,2019,8,22,15,53.0,53.0,149.118
6543,2019,8,22,16,53.85,53.85,426.1362
6544,2019,8,22,17,57.0,57.0,613.0297
6545,2019,8,22,18,62.0,62.0,636.8737
6546,2019,8,22,19,62.0,62.0,583.4562
6547,2019,8,22,20,59.0,59.0,509.518
6548,2019,8,22,21,56.0,56.0,240.6793
6549,2019,8,22,22,28.06,28.06,-187.1036
6550,2019,8,22,23,27.65008,27.65008,-82.3882
6551,2019,8,22,24,26.98,26.98,-198.3027
6552,2019,8,22,25,26.29008,26.29008,-81.9093
6553,2019,8,22,26,45.5,45.5,36.2778
6554,2019,8,22,27,45.5,45.5,148.3277
6555,2019,8,22,28,36.2,36.2,-31.3394
6556,2019,8,22,29,45.0,45.0,-44.8965
6557,2019,8,22,30,26.4101,26.4101,-211.6835
6558,2019,8,22,31,36.61,36.61,-221.3357
6559,2019,8,22,32,36.79,36.79,-74.7271
6560,2019,8,22,33,30.28,30.28,-104.8728
6561,2019,8,22,34,47.0,47.0,151.9189
6562,2019,8,22,35,47.0,47.0,20.1266
6563,2019,8,22,36,20.51,20.51,-108.7951
6564,2019,8,22,37,53.22,53.22,12.1365
6565,2019,8,22,38,54.95,54.95,168.0749
6566,2019,8,22,39,10.75,10.75,-212.4446
6567,2019,8,22,40,56.6,56.6,41.6785
6568,2019,8,22,41,30.67,30.67,-119.3601
6569,2019,8,22,42,55.2,55.2,149.6707
6570,2019,8,22,43,54.75,54.75,111.0008
6571,2019,8,22,44,20.5,20.5,-237.1737
6572,2019,8,22,45,29.24,29.24,-42.0116
6573,2019,8,22,46,27.7,27.7,-266.5672
6574,2019,8,22,47,30.34,30.34,-105.8043
6575,2019,8,22,48,31.32,31.32,-28.8427
6576,2019,8,23,1,25.56,25.56,-523.1159
6577,2019,8,23,2,25.54,25.54,-667.3366
6578,2019,8,23,3,22.65,22.65,-704.7626
6579,2019,8,23,4,22.51,22.51,-711.8341
6580,2019,8,23,5,20.43,20.43,-559.2607
6581,2019,8,23,6,20.43,20.43,-554.2772
6582,2019,8,23,7,24.34,24.34,-221.0723
6583,2019,8,23,8,26.33,26.33,-148.0755
6584,2019,8,23,9,26.58,26.58,-272.5921
6585,2019,8,23,10,25.82,25.82,-359.7536
6586,2019,8,23,11,27.46,27.46,-382.6834
6587,2019,8,23,12,28.91,28.91,-320.2622
6588,2019,8,23,13,40.0,40.0,-8.8155
6589,2019,8,23,14,50.0,50.0,94.6031
6590,2019,8,23,15,10.75,10.75,-616.6845
6591,2019,8,23,16,10.75,10.75,-354.4961
6592,2019,8,23,17,10.75,10.75,-294.6291
6593,2019,8,23,18,14.5,14.5,-186.2916
6594,2019,8,23,19,52.5,52.5,11.7649
6595,2019,8,23,20,33.0,33.0,-7.0229
6596,2019,8,23,21,52.0,52.0,7.653
6597,2019,8,23,22,51.0,51.0,121.897
6598,2019,8,23,23,15.31,15.31,-55.4285
6599,2019,8,23,24,10.75,10.75,-374.3078
6600,2019,8,23,25,10.75,10.75,-509.0189
6601,2019,8,23,26,10.75,10.75,-266.6175
6602,2019,8,23,27,19.0,19.0,-139.1736
6603,2019,8,23,28,18.0,18.0,-203.57
6604,2019,8,23,29,22.0,22.0,-190.1355
6605,2019,8,23,30,22.0,22.0,-143.2846
6606,2019,8,23,31,15.6,15.6,-329.1823
6607,2019,8,23,32,15.6,15.6,-212.026
6608,2019,8,23,33,46.0,46.0,9.7417
6609,2019,8,23,34,15.6,15.6,-216.8009
6610,2019,8,23,35,15.7,15.7,-108.0962
6611,2019,8,23,36,46.44,46.44,260.0129
6612,2019,8,23,37,59.0,59.0,336.6295
6613,2019,8,23,38,70.0,70.0,464.8425
6614,2019,8,23,39,59.0,59.0,300.2124
6615,2019,8,23,40,59.0,59.0,302.0291
6616,2019,8,23,41,59.0,59.0,225.5403
6617,2019,8,23,42,59.0,59.0,361.5778
6618,2019,8,23,43,59.0,59.0,299.6852
6619,2019,8,23,44,20.31,20.31,-220.4673
6620,2019,8,23,45,21.0,21.0,-332.8972
6621,2019,8,23,46,20.0,20.0,-449.2821
6622,2019,8,23,47,20.1,20.1,-360.9154
6623,2019,8,23,48,20.0,20.0,-462.7724
6624,2019,8,24,1,20.1,20.1,-490.61
6625,2019,8,24,2,20.1,20.1,-544.4862
6626,2019,8,24,3,20.1,20.1,-462.5582
6627,2019,8,24,4,24.65029,24.65029,-447.813
6628,2019,8,24,5,24.89,24.89,-520.1648
6629,2019,8,24,6,24.75,24.75,-613.9242
6630,2019,8,24,7,23.48,23.48,-580.9554
6631,2019,8,24,8,23.82,23.82,-521.4756
6632,2019,8,24,9,24.14,24.14,-418.8233
6633,2019,8,24,10,24.25,24.25,-371.3596
6634,2019,8,24,11,23.33,23.33,-487.7014
6635,2019,8,24,12,24.0,24.0,-286.5583
6636,2019,8,24,13,28.19,28.19,-81.7583
6637,2019,8,24,14,55.0,55.0,129.6046
6638,2019,8,24,15,23.71,23.71,-58.0948
6639,2019,8,24,16,23.81,23.81,-27.1141
6640,2019,8,24,17,20.1,20.1,-188.6514
6641,2019,8,24,18,49.0,49.0,71.769
6642,2019,8,24,19,55.0,55.0,206.5802
6643,2019,8,24,20,49.0,49.0,125.0513
6644,2019,8,24,21,46.9,46.9,69.7667
6645,2019,8,24,22,44.75,44.75,42.525
6646,2019,8,24,23,54.9,54.9,156.0858
6647,2019,8,24,24,44.75,44.75,12.6721
6648,2019,8,24,25,23.41,23.41,-9.3861
6649,2019,8,24,26,22.64,22.64,-100.6067
6650,2019,8,24,27,23.01,23.01,-84.2895
6651,2019,8,24,28,22.62,22.62,-174.584
6652,2019,8,24,29,23.5,23.5,-53.754
6653,2019,8,24,30,44.75,44.75,55.7918
6654,2019,8,24,31,23.75013,23.75013,-54.8278
6655,2019,8,24,32,44.75,44.75,43.9828
6656,2019,8,24,33,44.75,44.75,99.7051
6657,2019,8,24,34,49.9,49.9,204.4358
6658,2019,8,24,35,49.9,49.9,93.2267
6659,2019,8,24,36,49.9,49.9,171.7488
6660,2019,8,24,37,57.5,57.5,470.0227
6661,2019,8,24,38,57.5,57.5,329.5975
6662,2019,8,24,39,57.5,57.5,323.5716
6663,2019,8,24,40,49.9,49.9,217.4946
6664,2019,8,24,41,49.9,49.9,131.3297
6665,2019,8,24,42,70.0,70.0,665.7781
6666,2019,8,24,43,80.7,80.7,714.2385
6667,2019,8,24,44,57.5,57.5,409.0159
6668,2019,8,24,45,55.0,55.0,237.4223
6669,2019,8,24,46,55.0,55.0,29.0781
6670,2019,8,24,47,49.9,49.9,453.1137
6671,2019,8,24,48,49.0,49.0,214.0127
6672,2019,8,25,1,48.9,48.9,204.5145
6673,2019,8,25,2,48.9,48.9,163.4105
6674,2019,8,25,3,48.0,48.0,228.4746
6675,2019,8,25,4,46.5,46.5,202.7167
6676,2019,8,25,5,46.25,46.25,134.2194
6677,2019,8,25,6,46.25,46.25,44.3335
6678,2019,8,25,7,24.11,24.11,-21.1778
6679,2019,8,25,8,49.0,49.0,10.1811
6680,2019,8,25,9,49.0,49.0,17.4399
6681,2019,8,25,10,49.0,49.0,97.2417
6682,2019,8,25,11,49.0,49.0,163.1126
6683,2019,8,25,12,49.0,49.0,163.975
6684,2019,8,25,13,44.5,44.5,15.9674
6685,2019,8,25,14,26.78,26.78,-1.9943
6686,2019,8,25,15,25.63,25.63,-71.173
6687,2019,8,25,16,26.3,26.3,-27.5417
6688,2019,8,25,17,50.0,50.0,68.6824
6689,2019,8,25,18,49.0,49.0,8.5583
6690,2019,8,25,19,50.0,50.0,4.1412
6691,2019,8,25,20,21.76,21.76,-64.7666
6692,2019,8,25,21,50.0,50.0,23.6501
6693,2019,8,25,22,49.0,49.0,35.5417
6694,2019,8,25,23,49.0,49.0,113.7834
6695,2019,8,25,24,49.0,49.0,53.7
6696,2019,8,25,25,20.97,20.97,-35.275
6697,2019,8,25,26,20.97,20.97,-21.3224
6698,2019,8,25,27,16.0,16.0,-194.0653
6699,2019,8,25,28,16.0,16.0,-250.8259
6700,2019,8,25,29,15.8,15.8,-283.7202
6701,2019,8,25,30,16.0,16.0,-305.1749
6702,2019,8,25,31,15.6,15.6,-493.8815
6703,2019,8,25,32,16.0,16.0,-363.7496
6704,2019,8,25,33,15.6,15.6,-683.5382
6705,2019,8,25,34,15.6,15.6,-661.7219
6706,2019,8,25,35,15.0,15.0,-713.089
6707,2019,8,25,36,15.6,15.6,-432.336
6708,2019,8,25,37,16.0,16.0,-67.4615
6709,2019,8,25,38,55.0,55.0,26.9302
6710,2019,8,25,39,15.6,15.6,-73.2346
6711,2019,8,25,40,15.89478,15.89478,-105.3693
6712,2019,8,25,41,15.8,15.8,-109.1886
6713,2019,8,25,42,15.9,15.9,-154.7089
6714,2019,8,25,43,15.9,15.9,-218.3537
6715,2019,8,25,44,15.0,15.0,-512.9424
6716,2019,8,25,45,15.9,15.9,-273.6958
6717,2019,8,25,46,16.0,16.0,-51.8615
6718,2019,8,25,47,50.0,50.0,56.2676
6719,2019,8,25,48,29.04,29.04,-135.2569
6720,2019,8,26,1,29.23,29.23,-21.4282
6721,2019,8,26,2,49.0,49.0,147.4916
6722,2019,8,26,3,52.0,52.0,225.5249
6723,2019,8,26,4,46.0,46.0,6.0723
6724,2019,8,26,5,24.31,24.31,-130.8972
6725,2019,8,26,6,24.31,24.31,-85.0713
6726,2019,8,26,7,23.27,23.27,-79.5471
6727,2019,8,26,8,23.27,23.27,-18.1791
6728,2019,8,26,9,27.29,27.29,-48.6584
6729,2019,8,26,10,27.29,27.29,-17.6265
6730,2019,8,26,11,52.0,52.0,252.1244
6731,2019,8,26,12,48.0,48.0,78.5099
6732,2019,8,26,13,35.47,35.47,-112.9688
6733,2019,8,26,14,18.0,18.0,-241.5664
6734,2019,8,26,15,50.0,50.0,25.0065
6735,2019,8,26,16,57.0,57.0,387.2053
6736,2019,8,26,17,50.0,50.0,65.1277
6737,2019,8,26,18,57.0,57.0,280.5972
6738,2019,8,26,19,50.0,50.0,88.9251
6739,2019,8,26,20,50.0,50.0,53.2033
6740,2019,8,26,21,57.5,57.5,131.3375
6741,2019,8,26,22,18.01,18.01,-40.5567
6742,2019,8,26,23,18.01,18.01,-57.6383
6743,2019,8,26,24,16.5,16.5,-208.4082
6744,2019,8,26,25,47.0,47.0,86.6622
6745,2019,8,26,26,47.0,47.0,71.2874
6746,2019,8,26,27,47.0,47.0,186.8305
6747,2019,8,26,28,47.0,47.0,118.2611
6748,2019,8,26,29,47.0,47.0,274.3565
6749,2019,8,26,30,39.71,39.71,204.2573
6750,2019,8,26,31,43.98,43.98,1.8956
6751,2019,8,26,32,45.84,45.84,228.3088
6752,2019,8,26,33,50.0,50.0,341.9849
6753,2019,8,26,34,50.5,50.5,314.9095
6754,2019,8,26,35,18.2,18.2,-242.8658
6755,2019,8,26,36,61.82,61.82,130.028
6756,2019,8,26,37,68.0,68.0,120.9549
6757,2019,8,26,38,68.0,68.0,202.9203
6758,2019,8,26,39,67.5,67.5,120.18
6759,2019,8,26,40,68.0,68.0,145.9146
6760,2019,8,26,41,55.0,55.0,177.1897
6761,2019,8,26,42,70.0,70.0,296.5873
6762,2019,8,26,43,48.85,48.85,56.6429
6763,2019,8,26,44,19.2,19.2,-128.0106
6764,2019,8,26,45,52.5,52.5,30.5218
6765,2019,8,26,46,19.01,19.01,-98.5358
6766,2019,8,26,47,52.5,52.5,41.1453
6767,2019,8,26,48,19.2,19.2,-235.3495
6768,2019,8,27,1,19.5,19.5,-103.5016
6769,2019,8,27,2,19.5,19.5,-54.0155
6770,2019,8,27,3,48.5,48.5,234.0024
6771,2019,8,27,4,47.0,47.0,96.5834
6772,2019,8,27,5,46.5,46.5,26.2416
6773,2019,8,27,6,19.5,19.5,-47.9833
6774,2019,8,27,7,19.5,19.5,-27.3726
6775,2019,8,27,8,37.1,37.1,68.9539
6776,2019,8,27,9,46.5,46.5,77.0166
6777,2019,8,27,10,46.5,46.5,53.897
6778,2019,8,27,11,44.91,44.91,3.8402
6779,2019,8,27,12,46.5,46.5,98.3929
6780,2019,8,27,13,47.0,47.0,227.5845
6781,2019,8,27,14,47.0,47.0,294.2162
6782,2019,8,27,15,19.5,19.5,-80.9515
6783,2019,8,27,16,59.9,59.9,300.4406
6784,2019,8,27,17,64.95,64.95,244.5018
6785,2019,8,27,18,75.62,75.62,369.9173
6786,2019,8,27,19,59.9,59.9,273.4015
6787,2019,8,27,20,62.84,62.84,314.8073
6788,2019,8,27,21,59.11,59.11,217.8638
6789,2019,8,27,22,59.11,59.11,271.886
6790,2019,8,27,23,59.0,59.0,224.3335
6791,2019,8,27,24,64.0,64.0,261.9645
6792,2019,8,27,25,78.5,78.5,391.1709
6793,2019,8,27,26,77.5,77.5,299.5653
6794,2019,8,27,27,78.5,78.5,378.4261
6795,2019,8,27,28,75.0,75.0,328.8421
6796,2019,8,27,29,78.5,78.5,397.9471
6797,2019,8,27,30,78.5,78.5,336.7569
6798,2019,8,27,31,67.72,67.72,347.0696
6799,2019,8,27,32,57.48,57.48,244.5181
6800,2019,8,27,33,70.25,70.25,124.8655
6801,2019,8,27,34,71.46,71.46,270.0638
6802,2019,8,27,35,78.5,78.5,426.7405
6803,2019,8,27,36,78.5,78.5,509.1039
6804,2019,8,27,37,81.7,81.7,267.1036
6805,2019,8,27,38,30.0,30.0,-19.7088
6806,2019,8,27,39,75.32,75.32,170.4917
6807,2019,8,27,40,70.74,70.74,23.8547
6808,2019,8,27,41,55.98,55.98,216.3636
6809,2019,8,27,42,55.75,55.75,90.3488
6810,2019,8,27,43,62.49913,62.49913,150.955
6811,2019,8,27,44,51.98,51.98,196.7761
6812,2019,8,27,45,51.0,51.0,206.7641
6813,2019,8,27,46,33.4,33.4,55.6147
6814,2019,8,27,47,61.0,61.0,579.2645
6815,2019,8,27,48,85.0,85.0,567.5689
6816,2019,8,28,1,61.0,61.0,581.7322
6817,2019,8,28,2,61.0,61.0,282.7934
6818,2019,8,28,3,47.5,47.5,389.7265
6819,2019,8,28,4,46.0,46.0,80.2058
6820,2019,8,28,5,15.01,15.01,-198.0538
6821,2019,8,28,6,15.01,15.01,-200.69
6822,2019,8,28,7,15.01,15.01,-212.5232
6823,2019,8,28,8,15.01,15.01,-391.8618
6824,2019,8,28,9,42.5,42.5,66.4819
6825,2019,8,28,10,19.5,19.5,-65.0694
6826,2019,8,28,11,42.5,42.5,169.7643
6827,2019,8,28,12,19.5,19.5,-31.7175
6828,2019,8,28,13,19.5,19.5,-161.1293
6829,2019,8,28,14,20.01,20.01,-24.9617
6830,2019,8,28,15,20.01,20.01,-20.6326
6831,2019,8,28,16,55.95,55.95,182.1929
6832,2019,8,28,17,20.05,20.05,-159.9501
6833,2019,8,28,18,54.47003,54.47003,8.5091
6834,2019,8,28,19,20.55,20.55,-57.2998
6835,2019,8,28,20,20.55,20.55,-65.8725
6836,2019,8,28,21,20.15,20.15,-166.9793
6837,2019,8,28,22,20.6,20.6,-67.6047
6838,2019,8,28,23,20.0,20.0,-473.8573
6839,2019,8,28,24,20.1,20.1,-506.1188
6840,2019,8,28,25,20.25,20.25,-128.7986
6841,2019,8,28,26,20.25,20.25,-138.5443
6842,2019,8,28,27,20.3,20.3,-78.6504
6843,2019,8,28,28,20.2,20.2,-139.9463
6844,2019,8,28,29,48.57,48.57,240.0105
6845,2019,8,28,30,48.57,48.57,287.3916
6846,2019,8,28,31,50.63,50.63,177.5666
6847,2019,8,28,32,50.63,50.63,290.2911
6848,2019,8,28,33,20.2,20.2,-237.1913
6849,2019,8,28,34,20.5,20.5,-51.8149
6850,2019,8,28,35,20.5,20.5,-114.8098
6851,2019,8,28,36,20.5,20.5,-63.641
6852,2019,8,28,37,20.5,20.5,-139.7672
6853,2019,8,28,38,29.0,29.0,-57.4082
6854,2019,8,28,39,62.0,62.0,97.8
6855,2019,8,28,40,77.0,77.0,154.1886
6856,2019,8,28,41,62.0,62.0,9.1107
6857,2019,8,28,42,20.5,20.5,-134.7168
6858,2019,8,28,43,57.15,57.15,273.3977
6859,2019,8,28,44,20.9,20.9,-109.5593
6860,2019,8,28,45,48.0,48.0,300.4564
6861,2019,8,28,46,48.0,48.0,318.1449
6862,2019,8,28,47,20.4,20.4,-476.878
6863,2019,8,28,48,31.97,31.97,-107.6084
6864,2019,8,29,1,15.01,15.01,-281.0606
6865,2019,8,29,2,15.0,15.0,-214.4599
6866,2019,8,29,3,15.0,15.0,-39.7702
6867,2019,8,29,4,11.16,11.16,-109.9761
6868,2019,8,29,5,29.31,29.31,87.3867
6869,2019,8,29,6,15.0,15.0,-98.8652
6870,2019,8,29,7,15.05,15.05,-68.0675
6871,2019,8,29,8,15.05,15.05,-19.5285
6872,2019,8,29,9,27.61,27.61,93.8867
6873,2019,8,29,10,15.05,15.05,-76.171
6874,2019,8,29,11,15.0,15.0,-326.5195
6875,2019,8,29,12,15.05,15.05,-277.0603
6876,2019,8,29,13,15.05,15.05,-186.4507
6877,2019,8,29,14,15.06,15.06,-157.9739
6878,2019,8,29,15,15.05,15.05,-269.6009
6879,2019,8,29,16,15.05,15.05,-302.5635
6880,2019,8,29,17,53.5,53.5,128.4565
6881,2019,8,29,18,20.51,20.51,-33.7666
6882,2019,8,29,19,55.0,55.0,65.9343
6883,2019,8,29,20,15.05,15.05,-286.4295
6884,2019,8,29,21,20.52,20.52,-26.1109
6885,2019,8,29,22,48.75,48.75,14.2668
6886,2019,8,29,23,42.75,42.75,23.8784
6887,2019,8,29,24,20.57,20.57,-194.742
6888,2019,8,29,25,20.62,20.62,-61.283
6889,2019,8,29,26,31.09,31.09,9.308
6890,2019,8,29,27,20.65,20.65,-87.4219
6891,2019,8,29,28,17.5,17.5,-183.3082
6892,2019,8,29,29,17.3,17.3,-233.6763
6893,2019,8,29,30,17.7,17.7,-98.8818
6894,2019,8,29,31,35.09,35.09,141.619
6895,2019,8,29,32,41.95,41.95,285.6657
6896,2019,8,29,33,46.76,46.76,47.2616
6897,2019,8,29,34,18.05,18.05,-133.9804
6898,2019,8,29,35,18.05,18.05,-284.1677
6899,2019,8,29,36,18.15,18.15,-83.6989
6900,2019,8,29,37,18.09,18.09,-334.1501
6901,2019,8,29,38,18.17,18.17,-268.2957
6902,2019,8,29,39,18.26,18.26,-203.8262
6903,2019,8,29,40,55.58037,55.58037,123.8456
6904,2019,8,29,41,55.29007,55.29007,106.912
6905,2019,8,29,42,54.38,54.38,32.2929
6906,2019,8,29,43,18.52,18.52,-60.7008
6907,2019,8,29,44,17.71,17.71,-486.4537
6908,2019,8,29,45,18.4,18.4,-188.374
6909,2019,8,29,46,18.5,18.5,-34.7883
6910,2019,8,29,47,10.75,10.75,-421.1225
6911,2019,8,29,48,10.75,10.75,-334.9409
6912,2019,8,30,1,40.0,40.0,-2.7374
6913,2019,8,30,2,-3.25002,-3.25002,-90.4024
6914,2019,8,30,3,-3.25002,-3.25002,-11.879
6915,2019,8,30,4,-3.25002,-3.25002,-36.2004
6916,2019,8,30,5,-2.91248,-2.91248,-4.3925
6917,2019,8,30,6,-3.25002,-3.25002,-190.3066
6918,2019,8,30,7,-7.0,-7.0,-313.6252
6919,2019,8,30,8,-8.3,-8.3,-295.2417
6920,2019,8,30,9,-3.25002,-3.25002,-246.0851
6921,2019,8,30,10,-3.25002,-3.25002,-248.2919
6922,2019,8,30,11,-3.25002,-3.25002,-223.6736
6923,2019,8,30,12,41.92,41.92,117.4478
6924,2019,8,30,13,15.2,15.2,-81.027
6925,2019,8,30,14,15.2,15.2,-191.599
6926,2019,8,30,15,5.02,5.02,-326.4867
6927,2019,8,30,16,5.0,5.0,-185.553
6928,2019,8,30,17,17.73,17.73,-268.8571
6929,2019,8,30,18,15.55,15.55,-331.5826
6930,2019,8,30,19,15.55,15.55,-372.92
6931,2019,8,30,20,15.56,15.56,-378.991
6932,2019,8,30,21,38.41,38.41,13.5188
6933,2019,8,30,22,38.41,38.41,23.0204
6934,2019,8,30,23,35.68,35.68,1.1861
6935,2019,8,30,24,35.68,35.68,107.7608
6936,2019,8,30,25,35.68,35.68,46.4549
6937,2019,8,30,26,35.68,35.68,121.8464
6938,2019,8,30,27,35.68,35.68,70.0993
6939,2019,8,30,28,28.66,28.66,85.1071
6940,2019,8,30,29,15.75,15.75,-99.5335
6941,2019,8,30,30,15.75,15.75,-89.8431
6942,2019,8,30,31,15.7,15.7,-156.6642
6943,2019,8,30,32,8.5,8.5,-268.8913
6944,2019,8,30,33,8.5,8.5,-331.1227
6945,2019,8,30,34,39.9,39.9,205.5641
6946,2019,8,30,35,63.0,63.0,333.8853
6947,2019,8,30,36,65.0,65.0,869.6574
6948,2019,8,30,37,65.0,65.0,644.0803
6949,2019,8,30,38,65.0,65.0,584.5102
6950,2019,8,30,39,63.0,63.0,237.1767
6951,2019,8,30,40,63.0,63.0,295.6028
6952,2019,8,30,41,63.0,63.0,384.8733
6953,2019,8,30,42,60.0,60.0,338.2272
6954,2019,8,30,43,57.0,57.0,110.8337
6955,2019,8,30,44,16.2,16.2,-69.0438
6956,2019,8,30,45,16.21,16.21,-118.3423
6957,2019,8,30,46,15.72,15.72,-557.6166
6958,2019,8,30,47,32.8,32.8,-28.1211
6959,2019,8,30,48,32.8,32.8,-82.8306
6960,2019,8,31,1,54.85,54.85,67.2219
6961,2019,8,31,2,31.86,31.86,45.7365
6962,2019,8,31,3,24.58,24.58,-8.5074
6963,2019,8,31,4,24.27,24.27,-45.0958
6964,2019,8,31,5,54.85,54.85,204.7414
6965,2019,8,31,6,24.64,24.64,-6.8251
6966,2019,8,31,7,54.85,54.85,254.1141
6967,2019,8,31,8,29.9,29.9,38.1794
6968,2019,8,31,9,0.0,0.0,-98.0196
6969,2019,8,31,10,-11.21,-11.21,-143.3818
6970,2019,8,31,11,20.13013,20.13013,-3.8308
6971,2019,8,31,12,31.4,31.4,95.0698
6972,2019,8,31,13,21.41,21.41,-133.0098
6973,2019,8,31,14,54.75,54.75,226.8147
6974,2019,8,31,15,-50.0,-50.0,-323.7018
6975,2019,8,31,16,0.0,0.0,-10.0151
6976,2019,8,31,17,-3.75,-3.75,-655.3733
6977,2019,8,31,18,45.0,45.0,-165.7326
6978,2019,8,31,19,45.0,45.0,-123.0217
6979,2019,8,31,20,26.44,26.44,-111.8899
6980,2019,8,31,21,25.38,25.38,-246.6128
6981,2019,8,31,22,0.0,0.0,-598.5211
6982,2019,8,31,23,0.0,0.0,-705.01
6983,2019,8,31,24,0.0,0.0,-836.507
6984,2019,8,31,25,0.0,0.0,-806.2556
6985,2019,8,31,26,12.17,12.17,-679.8104
6986,2019,8,31,27,18.6,18.6,-790.4955
6987,2019,8,31,28,18.6,18.6,-1051.5241
